Execution Time,Expectation Value,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7
1.2736194133758545,0.739,0.831,0.035,0.039,0.0095,0.0445,0.0125,0.0165,0.012
1.2757470607757568,0.758,0.8295,0.031,0.0435,0.012,0.0345,0.0165,0.021,0.012
1.2787413597106934,0.794,0.86,0.023,0.029,0.01,0.0415,0.014,0.013,0.0095
1.3746261596679688,0.782,0.8555,0.021,0.037,0.0065,0.0425,0.012,0.017,0.0085
1.3447325229644775,0.757,0.839,0.03,0.0405,0.008,0.0465,0.011,0.0205,0.0045
1.3269662857055664,0.827,0.8775,0.025,0.029,0.006,0.024,0.015,0.015,0.0085
1.298644781112671,0.779,0.855,0.0245,0.0385,0.008,0.0375,0.0115,0.015,0.01
1.3111724853515625,0.806,0.864,0.0205,0.032,0.0075,0.0355,0.008,0.0235,0.009
1.2971179485321045,0.808,0.8645,0.026,0.0295,0.007,0.032,0.011,0.0215,0.0085
1.397984504699707,0.799,0.864,0.0265,0.0365,0.0055,0.0315,0.012,0.018,0.006
1.373753309249878,0.746,0.8305,0.03,0.044,0.0115,0.0435,0.0155,0.0155,0.0095
1.3340954780578613,0.791,0.858,0.023,0.0305,0.011,0.041,0.009,0.0175,0.01
1.3252179622650146,0.759,0.832,0.0265,0.038,0.011,0.0415,0.0155,0.021,0.0145
1.3587543964385986,0.781,0.8505,0.023,0.0415,0.007,0.039,0.0095,0.0235,0.006
1.3734242916107178,0.794,0.86,0.0285,0.039,0.0055,0.03,0.0085,0.023,0.0055
1.2859916687011719,0.771,0.838,0.0285,0.0345,0.012,0.043,0.014,0.0215,0.0085
1.3899133205413818,0.752,0.8285,0.036,0.045,0.0145,0.0315,0.014,0.019,0.0115
1.3081257343292236,0.796,0.8665,0.0235,0.031,0.008,0.0345,0.009,0.0145,0.013
1.350881576538086,0.733,0.8255,0.0305,0.0435,0.0075,0.052,0.0135,0.02,0.0075
1.3416593074798584,0.777,0.852,0.0225,0.0345,0.0085,0.0445,0.008,0.02,0.01
1.302994728088379,0.758,0.843,0.0275,0.031,0.003,0.051,0.0095,0.0235,0.0115
1.3054134845733643,0.773,0.846,0.029,0.0365,0.012,0.037,0.014,0.0145,0.011
1.3087239265441895,0.753,0.832,0.0265,0.0395,0.0115,0.0415,0.0125,0.0205,0.016
1.2576191425323486,0.802,0.8635,0.017,0.0325,0.0065,0.0415,0.0075,0.0235,0.008
1.3756449222564697,0.771,0.838,0.027,0.0395,0.0125,0.0375,0.0135,0.0215,0.0105
1.3045809268951416,0.746,0.8225,0.0285,0.0475,0.015,0.0435,0.017,0.0185,0.0075
1.2748160362243652,0.763,0.8475,0.03,0.0415,0.01,0.0365,0.013,0.011,0.0105
1.3973333835601807,0.763,0.8475,0.0275,0.041,0.0055,0.0405,0.013,0.0155,0.0095
1.2886910438537598,0.803,0.854,0.024,0.037,0.0055,0.0295,0.014,0.028,0.008
1.4190070629119873,0.776,0.8485,0.0295,0.034,0.006,0.039,0.015,0.0185,0.0095
1.3107640743255615,0.768,0.853,0.027,0.0405,0.008,0.0375,0.011,0.012,0.011
1.2968065738677979,0.763,0.8435,0.021,0.042,0.007,0.0465,0.007,0.024,0.009
1.3382160663604736,0.789,0.8475,0.025,0.0365,0.009,0.036,0.0115,0.0265,0.008
1.4922170639038086,0.772,0.8445,0.0275,0.028,0.0095,0.0475,0.0125,0.0195,0.011
1.3974902629852295,0.757,0.841,0.027,0.0375,0.009,0.043,0.009,0.0195,0.014
1.4307701587677002,0.8,0.8525,0.027,0.031,0.0105,0.0345,0.0135,0.0235,0.0075
1.3173158168792725,0.786,0.858,0.0335,0.032,0.01,0.032,0.0115,0.0135,0.0095
1.347109317779541,0.766,0.8315,0.022,0.04,0.0135,0.039,0.0165,0.0215,0.016
1.2650470733642578,0.815,0.857,0.0275,0.0285,0.0075,0.0305,0.017,0.026,0.006
1.3077223300933838,0.733,0.8195,0.0335,0.0435,0.0115,0.0425,0.016,0.0195,0.014
1.250823736190796,0.763,0.834,0.0275,0.042,0.0145,0.041,0.017,0.016,0.008
1.2846503257751465,0.751,0.824,0.032,0.0395,0.014,0.04,0.015,0.0225,0.013
1.3774569034576416,0.786,0.861,0.0255,0.0345,0.0045,0.0405,0.0105,0.017,0.0065
1.3379340171813965,0.791,0.853,0.037,0.0305,0.013,0.029,0.014,0.0155,0.008
1.3979456424713135,0.769,0.839,0.0275,0.0355,0.015,0.0395,0.016,0.0145,0.013
1.2479872703552246,0.768,0.843,0.024,0.036,0.0095,0.042,0.015,0.0165,0.014
1.2382643222808838,0.773,0.8425,0.027,0.039,0.009,0.0375,0.0185,0.0165,0.01
1.2654569149017334,0.78,0.8555,0.028,0.038,0.004,0.0385,0.013,0.0175,0.0055
1.304401159286499,0.766,0.847,0.0255,0.0325,0.005,0.051,0.0115,0.0195,0.008
1.3148188591003418,0.769,0.845,0.03,0.0415,0.0095,0.0345,0.0125,0.0175,0.0095
1.2934057712554932,0.775,0.847,0.0285,0.041,0.0105,0.036,0.0135,0.0165,0.007
1.2917554378509521,0.791,0.8455,0.0305,0.03,0.011,0.033,0.0195,0.0195,0.011
1.2480380535125732,0.788,0.838,0.0225,0.0335,0.014,0.0405,0.0175,0.0245,0.0095
1.2575814723968506,0.769,0.837,0.02,0.046,0.012,0.035,0.018,0.0175,0.0145
1.3649482727050781,0.778,0.85,0.0255,0.0365,0.008,0.0405,0.011,0.02,0.0085
1.379662036895752,0.774,0.844,0.0305,0.0405,0.0105,0.0355,0.012,0.0205,0.0065
1.2802889347076416,0.789,0.8585,0.03,0.035,0.01,0.034,0.0125,0.0135,0.0065
1.302690029144287,0.793,0.856,0.018,0.0415,0.012,0.033,0.0135,0.015,0.011
1.2722768783569336,0.793,0.8565,0.0315,0.0345,0.007,0.03,0.0155,0.0175,0.0075
1.303591012954712,0.814,0.8635,0.0175,0.035,0.007,0.0345,0.0095,0.027,0.006
1.3654935359954834,0.788,0.857,0.0315,0.033,0.008,0.0315,0.015,0.014,0.01
1.2753307819366455,0.791,0.855,0.0285,0.0365,0.005,0.0345,0.015,0.0205,0.005
1.2306771278381348,0.784,0.8535,0.026,0.0345,0.0115,0.037,0.0105,0.0165,0.0105
1.3373594284057617,0.761,0.8275,0.035,0.0385,0.015,0.0335,0.018,0.02,0.0125
1.2645988464355469,0.759,0.8335,0.025,0.0425,0.012,0.045,0.0125,0.0215,0.008
1.277207851409912,0.804,0.8625,0.023,0.0415,0.006,0.024,0.014,0.0195,0.0095
1.27085280418396,0.798,0.854,0.0205,0.0285,0.0095,0.043,0.015,0.0205,0.009
1.2856738567352295,0.765,0.841,0.029,0.034,0.0065,0.0485,0.0125,0.0225,0.006
1.2996177673339844,0.78,0.845,0.0225,0.0385,0.012,0.04,0.016,0.017,0.009
1.261702299118042,0.777,0.853,0.024,0.041,0.006,0.0385,0.01,0.0195,0.008
1.2723143100738525,0.786,0.8465,0.0235,0.0395,0.008,0.036,0.0165,0.022,0.008
1.3407235145568848,0.783,0.8615,0.02,0.0315,0.0025,0.0465,0.0095,0.018,0.0105
1.3551268577575684,0.805,0.873,0.022,0.0345,0.0095,0.035,0.008,0.012,0.006
1.3886122703552246,0.756,0.824,0.0345,0.041,0.0225,0.0345,0.0105,0.021,0.012
1.3646223545074463,0.762,0.8515,0.029,0.047,0.008,0.029,0.0105,0.011,0.014
1.3478407859802246,0.77,0.845,0.0225,0.036,0.008,0.0465,0.0105,0.0215,0.01
1.3607637882232666,0.784,0.8475,0.033,0.0245,0.0075,0.0455,0.014,0.023,0.005
1.5264735221862793,0.803,0.875,0.023,0.033,0.005,0.0285,0.01,0.0115,0.014
1.4130632877349854,0.784,0.85,0.0255,0.0305,0.005,0.045,0.012,0.025,0.007
1.3200886249542236,0.755,0.8335,0.0335,0.044,0.0145,0.0365,0.014,0.0155,0.0085
1.2787187099456787,0.795,0.8535,0.0235,0.0345,0.0035,0.04,0.017,0.0235,0.0045
1.2855288982391357,0.75,0.8285,0.0295,0.0485,0.0135,0.041,0.014,0.019,0.006
1.3225419521331787,0.782,0.851,0.028,0.0325,0.01,0.04,0.01,0.02,0.0085
1.2957472801208496,0.761,0.836,0.0305,0.0375,0.0105,0.0345,0.016,0.018,0.017
1.3036956787109375,0.752,0.8395,0.0325,0.04,0.006,0.0385,0.011,0.0195,0.013
1.402292251586914,0.8,0.855,0.0305,0.029,0.0085,0.029,0.014,0.0225,0.0115
1.390364408493042,0.756,0.8425,0.023,0.0435,0.009,0.046,0.007,0.0195,0.0095
1.3990755081176758,0.756,0.8275,0.028,0.0355,0.01,0.0455,0.0175,0.023,0.013
1.3349792957305908,0.811,0.865,0.0255,0.0305,0.0095,0.0335,0.0145,0.0165,0.005
1.3303165435791016,0.809,0.8705,0.0255,0.032,0.007,0.026,0.0085,0.0185,0.012
1.262819528579712,0.779,0.8405,0.0285,0.0415,0.016,0.0285,0.014,0.019,0.012
1.3455631732940674,0.762,0.84,0.024,0.0365,0.0065,0.0475,0.0165,0.018,0.011
1.3259210586547852,0.797,0.858,0.028,0.0295,0.01,0.037,0.012,0.0185,0.007
1.3453583717346191,0.766,0.8395,0.032,0.0435,0.0115,0.036,0.0135,0.0185,0.0055
1.4298641681671143,0.783,0.844,0.0235,0.036,0.0165,0.0365,0.0125,0.0185,0.0125
1.2777886390686035,0.767,0.832,0.0285,0.044,0.012,0.0345,0.0185,0.021,0.0095
1.2502930164337158,0.764,0.8465,0.0285,0.038,0.0065,0.04,0.0095,0.0195,0.0115
1.2882804870605469,0.78,0.8405,0.029,0.039,0.0135,0.034,0.0165,0.0195,0.008
1.3060932159423828,0.802,0.8605,0.0285,0.031,0.0085,0.0275,0.0125,0.0195,0.012
1.340623140335083,0.785,0.845,0.025,0.0295,0.017,0.0375,0.0145,0.016,0.0155
1.3798046112060547,0.784,0.8485,0.023,0.039,0.0075,0.0375,0.0105,0.0255,0.0085
1.258263111114502,0.812,0.8735,0.0245,0.0335,0.0065,0.0285,0.0115,0.0145,0.0075
1.3073804378509521,0.774,0.843,0.029,0.039,0.0095,0.0345,0.0145,0.02,0.0105
1.3758103847503662,0.788,0.8545,0.024,0.041,0.01,0.031,0.0125,0.017,0.01
1.214608907699585,0.787,0.8555,0.028,0.036,0.0095,0.0325,0.0125,0.016,0.01
1.3360512256622314,0.802,0.8605,0.0265,0.028,0.0095,0.036,0.012,0.019,0.0085
1.454378366470337,0.749,0.8295,0.026,0.0475,0.012,0.0415,0.0135,0.0195,0.0105
1.2398910522460938,0.76,0.8375,0.035,0.035,0.0145,0.039,0.009,0.019,0.011
1.2767741680145264,0.794,0.8635,0.0215,0.0305,0.0065,0.0375,0.0155,0.0115,0.0135
1.3722994327545166,0.752,0.826,0.031,0.0465,0.0125,0.034,0.016,0.0215,0.0125
1.2980995178222656,0.734,0.8255,0.0305,0.0425,0.008,0.0445,0.015,0.0185,0.0155
